mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,spectral_centroid,spectral_rolloff,zero_crossing_rate,tempo,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mel_0,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,label,filename
-371.9313049316406,46.322750091552734,-10.807551383972168,16.819162368774414,0.3525407612323761,-5.544162273406982,-9.383013725280762,-17.169065475463867,-11.074398040771484,-6.038963317871094,-16.490957260131836,-6.492399215698242,-10.96216869354248,1986.9981953273962,3812.0632763975154,0.16443856754658384,170.45454545454547,0.33018073439598083,0.3726339340209961,0.4124111533164978,0.4020487666130066,0.39025041460990906,0.39317432045936584,0.357239693403244,0.3013072609901428,0.30552220344543457,0.3940783143043518,0.35260432958602905,0.3405689597129822,-69.70602416992188,-65.901123046875,-60.55720901489258,-56.65642166137695,-48.69282531738281,-42.84306335449219,-41.59394454956055,-43.57234573364258,-45.22393798828125,-45.694271087646484,0,legitimate_6_time_stretch_fast.wav
-371.4510498046875,41.14163589477539,-10.458335876464844,15.84280776977539,-5.871405124664307,-8.024120330810547,-15.413586616516113,-17.87853240966797,-7.307867050170898,-13.598048210144043,-13.279715538024902,-7.172461986541748,-7.9740400314331055,2041.6133837587543,3928.9413623595506,0.1685887025983146,93.75,0.29140323400497437,0.31537991762161255,0.3263779878616333,0.39423468708992004,0.3978503942489624,0.4211736023426056,0.4118690490722656,0.3687346279621124,0.3507748246192932,0.3203088939189911,0.33742475509643555,0.3485141098499298,-71.49407196044922,-68.72018432617188,-64.0784683227539,-60.54439926147461,-55.61138916015625,-48.900062561035156,-44.30917739868164,-43.05742645263672,-44.99185562133789,-46.93655776977539,0,legitimate_6_pitch_up.wav
-378.5173034667969,45.18141174316406,-10.903570175170898,16.124853134155273,0.15836361050605774,-5.2018232345581055,-9.146097183227539,-17.684579849243164,-11.314007759094238,-5.968460559844971,-16.708621978759766,-7.069151401519775,-11.245997428894043,1956.3606498140705,3756.503807106599,0.16099896890862944,156.25,0.3343898057937622,0.3676094710826874,0.3716096878051758,0.39359956979751587,0.4002316892147064,0.35724759101867676,0.32620707154273987,0.2848706841468811,0.33779674768447876,0.3643868565559387,0.3096682131290436,0.32879239320755005,-69.84748077392578,-66.12261962890625,-60.67235565185547,-56.46891403198242,-49.38114547729492,-43.25284194946289,-41.3582878112793,-43.37926483154297,-45.3161735534668,-45.356292724609375,0,legitimate_6_time_stretch_slow.wav
-387.096923828125,60.13859939575195,-21.843656539916992,24.868616104125977,-5.313366889953613,7.841443061828613,-14.143007278442383,-2.3993728160858154,-24.822643280029297,5.697744846343994,-20.750368118286133,-2.0688936710357666,-18.760669708251953,1831.944639211793,3487.9301264044943,0.15008887816011235,170.45454545454547,0.3604811728000641,0.3994408845901489,0.40000641345977783,0.35997241735458374,0.3360327482223511,0.2996022701263428,0.3567928075790405,0.4038020074367523,0.33836886286735535,0.3414006233215332,0.3430880308151245,0.3768049478530884,-68.96568298339844,-63.654869079589844,-58.73603820800781,-52.0491943359375,-44.606468200683594,-40.73849105834961,-41.94074249267578,-44.32355880737305,-44.80839157104492,-42.49409484863281,0,legitimate_6_pitch_down.wav
-358.8177795410156,42.436500549316406,-8.809755325317383,15.98180866241455,-0.5481508374214172,-4.518509387969971,-6.162195205688477,-16.48589324951172,-9.898077011108398,-4.872832298278809,-16.203125,-6.350188255310059,-11.548240661621094,1901.6294985960317,3500.8339185393256,0.16534080933988765,98.6842105263158,0.28845882415771484,0.3281168043613434,0.3546138405799866,0.3717889189720154,0.372778058052063,0.34667497873306274,0.2973066568374634,0.27126002311706543,0.3047529458999634,0.3670404851436615,0.3265047073364258,0.31001007556915283,-70.70264434814453,-66.8470458984375,-62.266380310058594,-58.237403869628906,-51.68014907836914,-45.92155075073242,-44.2064094543457,-46.09391403198242,-48.241188049316406,-48.57286834716797,0,legitimate_6_original.wav
-373.9883728027344,49.122581481933594,-13.203958511352539,15.992011070251465,1.5522289276123047,-6.952296733856201,-7.819943904876709,-16.325101852416992,-13.90123462677002,-8.494970321655273,-14.22477912902832,-8.73147964477539,-13.313827514648438,1906.9864072742278,3548.5383064516127,0.16244644657258064,104.16666666666667,0.2758839726448059,0.3947412371635437,0.4436342716217041,0.504118800163269,0.4407496154308319,0.3140206038951874,0.2533869445323944,0.2695237696170807,0.3254588842391968,0.30723458528518677,0.27313315868377686,0.2739652693271637,-73.23822784423828,-69.66450500488281,-63.823272705078125,-58.1644401550293,-51.33256530761719,-46.01668930053711,-44.35244369506836,-45.98802947998047,-48.5882453918457,-48.68387222290039,0,legitimate_4_time_stretch_fast.wav
-371.7719421386719,47.85114288330078,-9.720874786376953,15.445746421813965,1.175719141960144,-6.488849639892578,-4.917643070220947,-15.962141036987305,-12.706037521362305,-6.922423362731934,-14.898123741149902,-7.933046817779541,-12.789336204528809,1820.408594594865,3299.0222953216376,0.1596137152777778,98.6842105263158,0.25108617544174194,0.3138754963874817,0.38887444138526917,0.4279947578907013,0.4464612901210785,0.36141660809516907,0.2718658149242401,0.24229848384857178,0.26671406626701355,0.30873924493789673,0.29458755254745483,0.2730845808982849,-72.13643646240234,-68.16130065917969,-63.060699462890625,-58.19609451293945,-51.06338119506836,-45.857948303222656,-44.79872131347656,-46.87685775756836,-49.19499206542969,-48.947471618652344,0,legitimate_4_original.wav
-382.1120910644531,49.00501251220703,-12.545066833496094,16.132402420043945,1.8113561868667603,-6.924706935882568,-7.1068854331970215,-15.738985061645508,-13.362557411193848,-8.199455261230469,-15.131966590881348,-8.992650985717773,-13.355314254760742,1902.5416292565067,3522.9440789473683,0.16232010690789472,85.22727272727273,0.2762381136417389,0.3681025505065918,0.42839643359184265,0.4685158133506775,0.44816887378692627,0.3582642078399658,0.26667889952659607,0.24961772561073303,0.308200478553772,0.3224024176597595,0.292079359292984,0.2817907929420471,-72.90277862548828,-68.86268615722656,-63.051265716552734,-58.31139373779297,-50.86981964111328,-45.122562408447266,-43.64306640625,-45.564552307128906,-47.7682991027832,-47.73095703125,0,legitimate_4_time_stretch_slow.wav
-378.7135009765625,61.08808517456055,-20.273942947387695,22.041900634765625,-0.8038449883460999,3.2461094856262207,-10.953498840332031,-2.483746290206909,-22.783649444580078,-0.35348278284072876,-18.59760093688965,-3.3060312271118164,-18.630773544311523,1737.0139759911274,3234.375,0.14304641812865498,98.6842105263158,0.43513229489326477,0.47731733322143555,0.4866633713245392,0.3726319372653961,0.27376028895378113,0.24218174815177917,0.2993990480899811,0.32122647762298584,0.2742440402507782,0.2655102014541626,0.2765093743801117,0.3379814028739929,-73.34783172607422,-68.0512924194336,-61.98744201660156,-55.414772033691406,-47.713497161865234,-44.50948715209961,-45.528961181640625,-48.56253433227539,-48.30093002319336,-46.00404739379883,0,legitimate_4_pitch_down.wav
-377.5073547363281,45.60053634643555,-12.717555046081543,17.270570755004883,-5.679139137268066,-9.188810348510742,-13.04416561126709,-18.828962326049805,-10.689806938171387,-12.69927978515625,-13.750999450683594,-10.005032539367676,-8.339959144592285,1963.516703324963,3641.2646198830407,0.16524751005116958,98.6842105263158,0.25615638494491577,0.28309696912765503,0.31074661016464233,0.40760231018066406,0.43487271666526794,0.4852813482284546,0.43380093574523926,0.3248071074485779,0.260431170463562,0.27635130286216736,0.3048512041568756,0.2662740647792816,-73.75576782226562,-70.95640563964844,-65.34037017822266,-60.93259048461914,-56.53237533569336,-49.382293701171875,-45.39578628540039,-45.06105041503906,-46.87339401245117,-49.112396240234375,0,legitimate_4_pitch_up.wav
-364.9666442871094,62.58055114746094,-24.47788429260254,19.541271209716797,-6.127788543701172,7.9493794441223145,-10.226777076721191,-7.602075576782227,-23.390911102294922,0.2790156602859497,-20.021474838256836,-2.1291816234588623,-18.82875633239746,1804.1192263945159,3355.029845505618,0.14655844013342698,170.45454545454547,0.39310523867607117,0.45676088333129883,0.46218785643577576,0.411728173494339,0.3626636266708374,0.3426489233970642,0.37173423171043396,0.34903401136398315,0.33319905400276184,0.3089592456817627,0.30222877860069275,0.33920472860336304,-72.6287612915039,-67.5549545288086,-61.602935791015625,-54.28388214111328,-47.79051208496094,-44.2016487121582,-44.04431915283203,-45.75803756713867,-46.95441436767578,-46.2381706237793,1,phishing_38_pitch_down.wav
-364.5068054199219,44.46863555908203,-17.105085372924805,14.292452812194824,-6.8571882247924805,-5.260000705718994,-19.761985778808594,-19.400009155273438,-9.273616790771484,-13.87003231048584,-13.575308799743652,-10.553450584411621,-8.272085189819336,2022.0914214404727,3772.8230337078653,0.1704321014747191,170.45454545454547,0.278876394033432,0.28458768129348755,0.29393985867500305,0.30541446805000305,0.3391948640346527,0.41762661933898926,0.45625364780426025,0.43428486585617065,0.3788366913795471,0.36321187019348145,0.37955242395401,0.3432590067386627,-72.25390625,-69.692626953125,-64.95117950439453,-60.245269775390625,-54.762718200683594,-49.8514289855957,-44.64530563354492,-43.068687438964844,-44.302486419677734,-45.59584426879883,1,phishing_38_pitch_up.wav
-368.2915344238281,48.55153274536133,-16.628000259399414,13.088639259338379,-1.3889186382293701,-2.5963399410247803,-10.050658226013184,-21.196426391601562,-11.80594539642334,-9.781219482421875,-14.084612846374512,-9.335798263549805,-13.377907752990723,1943.091376935747,3615.964330808081,0.16136955492424243,187.5,0.2999275028705597,0.3333422839641571,0.3746216893196106,0.43610140681266785,0.4634731113910675,0.3940616250038147,0.35451245307922363,0.3444412350654602,0.3765619099140167,0.33714109659194946,0.30403199791908264,0.3015713691711426,-71.88551330566406,-67.89929962158203,-62.56791687011719,-56.676658630371094,-51.087852478027344,-45.73122024536133,-42.66069793701172,-43.428810119628906,-45.315345764160156,-45.924774169921875,1,phishing_38_time_stretch_slow.wav
-348.32550048828125,46.98957443237305,-15.816246032714844,13.367870330810547,-1.300391674041748,-3.2130086421966553,-8.295060157775879,-20.41313362121582,-10.692452430725098,-8.429600715637207,-13.896517753601074,-8.814043998718262,-12.66821575164795,1824.787969715979,3352.3964185393256,0.15757768609550563,81.52173913043478,0.2700217068195343,0.2805968225002289,0.3291364312171936,0.3944820165634155,0.4142433702945709,0.3640543818473816,0.31996265053749084,0.2989863157272339,0.30825674533843994,0.3180816173553467,0.30518510937690735,0.3118957281112671,-72.12677764892578,-68.37659454345703,-63.779937744140625,-57.94144058227539,-52.56221008300781,-46.4832878112793,-44.386444091796875,-45.27385330200195,-47.60356521606445,-47.78438949584961,1,phishing_38_original.wav
-363.903564453125,49.07051467895508,-16.385543823242188,12.532463073730469,-1.2373425960540771,-2.135214328765869,-10.398530960083008,-20.57462501525879,-11.188834190368652,-9.818751335144043,-14.432873725891113,-9.817901611328125,-13.295002937316895,1989.672928313867,3703.028549382716,0.1616874035493827,187.5,0.3278450667858124,0.31652727723121643,0.37443333864212036,0.4619038999080658,0.4633086323738098,0.4218660593032837,0.3808276951313019,0.34728482365608215,0.3759990632534027,0.3501904010772705,0.317909836769104,0.3509911298751831,-72.09186553955078,-68.16603088378906,-63.138153076171875,-56.9415397644043,-50.526493072509766,-45.096431732177734,-42.46348571777344,-43.20790100097656,-44.90473175048828,-45.51777267456055,1,phishing_38_time_stretch_fast.wav
-340.2189025878906,49.03134536743164,-10.896323204040527,24.947616577148438,-2.9882171154022217,-7.605776309967041,-4.175755023956299,-17.81111717224121,-11.669991493225098,-9.757423400878906,-17.391529083251953,-5.48505973815918,-15.332294464111328,1781.9784299455223,3343.960201793722,0.13646913536995517,98.6842105263158,0.26522916555404663,0.32024312019348145,0.3827487528324127,0.42323437333106995,0.3935726583003998,0.3158058822154999,0.2617496848106384,0.26224085688591003,0.3281766176223755,0.3680170178413391,0.3569025993347168,0.30455175042152405,-69.93441009521484,-66.23785400390625,-60.66606903076172,-55.45920181274414,-49.11952590942383,-43.23158264160156,-41.60744857788086,-43.36454391479492,-44.6971549987793,-44.24353790283203,0,legitimate_2_original.wav
-353.2462463378906,51.57000732421875,-12.898148536682129,27.933320999145508,-1.9058243036270142,-8.1253080368042,-7.767878532409668,-18.361894607543945,-13.05014705657959,-11.149554252624512,-17.964967727661133,-5.583526134490967,-15.600711822509766,1871.4689381881306,3582.495358910891,0.14883392636138615,156.25,0.31055745482444763,0.3357822299003601,0.4042551815509796,0.4636193513870239,0.43985870480537415,0.34092554450035095,0.30172795057296753,0.2647785544395447,0.32663682103157043,0.39746734499931335,0.3768611252307892,0.3482150733470917,-68.44416809082031,-65.24150848388672,-58.61573791503906,-52.65447235107422,-45.90266418457031,-39.97013473510742,-38.64735412597656,-40.04655456542969,-41.04689407348633,-40.84777069091797,0,legitimate_2_time_stretch_fast.wav
-351.2173767089844,45.848514556884766,-11.115363121032715,25.349241256713867,-11.093673706054688,-9.418126106262207,-14.362196922302246,-20.49229621887207,-10.718927383422852,-18.22312355041504,-11.793450355529785,-10.146831512451172,-10.340326309204102,1929.264122924379,3709.3609865470853,0.15350423906950672,144.23076923076923,0.32961729168891907,0.3314453065395355,0.29976359009742737,0.30689743161201477,0.36820873618125916,0.40724173188209534,0.4528144299983978,0.3674549460411072,0.2953159213066101,0.26419052481651306,0.2744854688644409,0.33648794889450073,-71.18805694580078,-68.14276123046875,-63.371578216552734,-58.251075744628906,-52.743125915527344,-46.0352783203125,-41.163700103759766,-40.22291946411133,-42.29093551635742,-43.367488861083984,0,legitimate_2_pitch_up.wav
-365.3807373046875,65.90498352050781,-25.237926483154297,35.48908996582031,-3.6828219890594482,3.4896585941314697,-12.559052467346191,-2.4736013412475586,-24.797470092773438,2.5221798419952393,-26.63482093811035,-0.9411630630493164,-20.106061935424805,1697.213217060325,3248.388452914798,0.13522763102578475,144.23076923076923,0.4085693657398224,0.4686082899570465,0.44044384360313416,0.346221923828125,0.2957157492637634,0.2574227452278137,0.31362661719322205,0.3788801431655884,0.36434465646743774,0.35526689887046814,0.29717645049095154,0.3270540237426758,-68.715576171875,-63.20270538330078,-56.415672302246094,-49.02840042114258,-41.565040588378906,-38.17997741699219,-39.15278244018555,-41.15399932861328,-40.449806213378906,-38.9028434753418,0,legitimate_2_pitch_down.wav
-353.4051818847656,50.235774993896484,-13.063382148742676,26.353239059448242,-2.2511911392211914,-8.237666130065918,-7.4141130447387695,-18.512996673583984,-12.922403335571289,-11.399336814880371,-18.649667739868164,-6.3150634765625,-15.860260963439941,1852.8471640513146,3544.407894736842,0.14790375126518218,125.0,0.3134521543979645,0.2981890141963959,0.36205315589904785,0.44037747383117676,0.4511214792728424,0.3605425953865051,0.30764615535736084,0.2623281180858612,0.27784305810928345,0.3560560345649719,0.34575411677360535,0.3492763340473175,-70.63513946533203,-66.75997924804688,-60.698768615722656,-54.649173736572266,-47.62395477294922,-41.63001251220703,-39.785850524902344,-41.526493072509766,-43.023475646972656,-42.382694244384766,0,legitimate_2_time_stretch_slow.wav
-345.9060974121094,50.7476921081543,-6.222501754760742,17.372215270996094,-3.30910325050354,-6.8447041511535645,-10.750947952270508,-16.484561920166016,-13.572256088256836,-7.390794277191162,-14.244560241699219,-5.89214563369751,-12.568150520324707,1970.9415917118818,3681.2435165975103,0.16363297458506224,98.6842105263158,0.3449786901473999,0.39073827862739563,0.4071049392223358,0.34482353925704956,0.35286152362823486,0.3029869496822357,0.3150556683540344,0.3117223083972931,0.32120761275291443,0.37386205792427063,0.38574880361557007,0.3781207203865051,-70.99126434326172,-66.91519165039062,-60.596466064453125,-53.0640983581543,-46.40313720703125,-44.017539978027344,-43.79216003417969,-43.00885009765625,-42.79594421386719,-41.985897064208984,0,legitimate_5_time_stretch_slow.wav
-329.20147705078125,49.75358581542969,-5.942248821258545,17.975473403930664,-2.4742326736450195,-6.572298049926758,-8.315054893493652,-15.990941047668457,-12.001811027526855,-6.831518173217773,-14.148775100708008,-5.270847797393799,-12.423794746398926,1901.0032241024667,3497.44383640553,0.14092876944124424,110.29411764705883,0.32115644216537476,0.3234661817550659,0.3803544044494629,0.34294867515563965,0.33186042308807373,0.29507917165756226,0.30953043699264526,0.3176685869693756,0.31226831674575806,0.36501795053482056,0.37577757239341736,0.3732054531574249,-71.03643035888672,-67.023193359375,-60.86882400512695,-54.12745666503906,-48.05103302001953,-46.041770935058594,-45.6654167175293,-44.95052719116211,-44.551063537597656,-44.37710952758789,0,legitimate_5_original.wav
-341.9443359375,51.67694854736328,-5.317684173583984,16.91632843017578,-2.787510633468628,-6.269472122192383,-10.783282279968262,-16.239336013793945,-13.576042175292969,-6.845080375671387,-13.68870735168457,-6.284503936767578,-12.721013069152832,1961.3610693694961,3679.214015151515,0.16249654750631312,89.28571428571429,0.3379855751991272,0.3610728979110718,0.42262890934944153,0.3563762605190277,0.3481367826461792,0.3293691575527191,0.3292328417301178,0.3166116774082184,0.30856478214263916,0.36140549182891846,0.3666841983795166,0.39149874448776245,-71.20037078857422,-66.92867279052734,-60.10772705078125,-52.35967254638672,-46.15798568725586,-44.545196533203125,-43.69614791870117,-42.47402572631836,-42.216060638427734,-41.58937072753906,0,legitimate_5_time_stretch_fast.wav
-353.5082702636719,64.78497314453125,-15.97482681274414,27.655502319335938,-8.509775161743164,5.734208583831787,-16.434646606445312,-2.205181360244751,-24.960121154785156,2.312839984893799,-20.568138122558594,0.6664237380027771,-18.057395935058594,1822.1721448653698,3403.2618087557603,0.1498348394297235,81.52173913043478,0.4051862359046936,0.36573588848114014,0.3680828809738159,0.34996363520622253,0.3674018979072571,0.345313161611557,0.3480612635612488,0.37964606285095215,0.3990486264228821,0.3862976133823395,0.35909947752952576,0.43590956926345825,-69.90919494628906,-64.28526306152344,-55.953304290771484,-47.68011474609375,-43.97007369995117,-42.859527587890625,-42.179283142089844,-41.54750442504883,-40.82638931274414,-40.73481750488281,0,legitimate_5_pitch_down.wav
-343.1162109375,46.892093658447266,-5.503934383392334,15.267434120178223,-9.411725044250488,-10.018844604492188,-16.068208694458008,-18.132091522216797,-10.15528678894043,-11.471335411071777,-11.088489532470703,-8.538622856140137,-8.262557029724121,2073.6270573311367,3878.888248847926,0.1743951612903226,110.29411764705883,0.3549249470233917,0.38131967186927795,0.3469250798225403,0.34605303406715393,0.4134812653064728,0.38017645478248596,0.3687894642353058,0.32345256209373474,0.33378902077674866,0.347464919090271,0.3257101774215698,0.3483390212059021,-71.97696685791016,-68.68019104003906,-63.00638961791992,-56.871185302734375,-50.94022750854492,-46.24089050292969,-44.8355598449707,-44.25788116455078,-43.85781478881836,-43.33089828491211,0,legitimate_5_pitch_up.wav
-359.44366455078125,43.53680419921875,-15.199315071105957,20.849620819091797,-9.646198272705078,-10.059739112854004,-19.39347267150879,-17.645030975341797,-12.010883331298828,-16.762191772460938,-11.038784980773926,-6.632800102233887,-10.114897727966309,2150.6863850297477,3868.6789772727275,0.1930508700284091,156.25,0.38976120948791504,0.3847854733467102,0.35610345005989075,0.3425515592098236,0.4069650173187256,0.44050371646881104,0.43998047709465027,0.37905800342559814,0.2940734922885895,0.2659049332141876,0.3279382288455963,0.3690231442451477,-71.42060852050781,-66.95205688476562,-62.14133834838867,-57.148338317871094,-51.89061737060547,-47.469032287597656,-43.5263557434082,-41.92616271972656,-42.17839431762695,-42.964141845703125,1,phishing_33_pitch_up.wav
-360.29901123046875,49.465633392333984,-14.9924955368042,20.460147857666016,-1.2294195890426636,-5.825160980224609,-12.832698822021484,-18.168306350708008,-12.409139633178711,-12.289671897888184,-17.15869903564453,-5.211098670959473,-11.762240409851074,2056.3533870943143,3722.6953125,0.18361328125,170.45454545454547,0.34572523832321167,0.3625192940235138,0.41081228852272034,0.4285784065723419,0.43364062905311584,0.3631485104560852,0.30562034249305725,0.28622549772262573,0.3458513915538788,0.3867422938346863,0.4206739664077759,0.39364445209503174,-69.28430938720703,-64.6109390258789,-58.42844772338867,-52.43798828125,-46.759849548339844,-42.3775749206543,-40.67522430419922,-40.45845031738281,-41.234230041503906,-40.445472717285156,1,phishing_33_time_stretch_fast.wav
