mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mel_spec_mean,mel_spec_std,mel_spec_max,mel_spec_min,spectral_contrast_mean,spectral_contrast_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,zcr_mean,zcr_std,energy,energy_normalized,rms_energy,chroma_mean,chroma_std,onset_mean,onset_std,onset_max,label,filename
-358.03506,182.709,78.92286,64.87066,-31.441391,35.04735,22.386242,30.247112,-5.771822,24.090134,1.6772174,16.788445,-11.787084,15.067694,-9.332114,13.844951,-20.806137,16.157007,0.6003429,9.430552,-21.710604,17.575556,1.7155191,8.440064,-15.360303,14.100876,-55.460472,20.571447,0.0,-80.0,21.08586384814781,7.4840013593601835,1675.2660977770195,1099.1600130797824,3016.4371905940593,1894.1301214903706,0.14767365408415842,0.1217048387965657,168.05914,0.0016269508,0.040335476,0.381238,0.33065224,1.5145646,1.804357,11.26077,1,phishing_23_pitch_down.wav
-380.54236,209.23746,74.044014,60.94367,-25.29543,35.865784,27.201363,34.274647,-10.38409,23.59346,7.8841243,16.86723,-15.014511,16.745792,-1.653566,15.511325,-26.473547,19.729277,3.1414618,10.23686,-21.985231,16.434021,2.2284133,8.096025,-20.129034,16.167044,-51.485554,22.452065,0.0,-80.0,20.624762020121246,7.941210388394785,1735.8509317492526,1099.7917656254244,3208.5248161764707,1933.8705907078147,0.1445910883884804,0.1169376074340969,143.39966,0.0013779816,0.037121173,0.36899072,0.32489493,1.5279182,2.124883,15.140107,1,phishing_36_pitch_down.wav
-369.14023,196.01541,62.921597,62.684776,-26.44231,31.071642,17.660421,26.103289,-9.147286,17.01432,9.431416,18.065004,-14.664334,19.94634,-4.392583,13.198957,-23.728487,19.26011,4.769223,10.0495615,-20.921999,17.96616,-0.8592028,7.541375,-16.493233,14.873992,-55.232006,20.939089,0.0,-80.0,20.87867783655795,7.951113867945445,1947.100997602981,1204.4599483124878,3521.1345615671644,2033.1233128035813,0.1732031978777985,0.13847326269477,217.74496,0.0015883475,0.039854076,0.38160786,0.33462825,1.5453893,2.0359783,13.377659,1,phishing_2_pitch_down.wav
-328.6718,196.198,62.93351,51.60449,-27.91248,45.5073,21.470331,31.38402,-9.549236,18.303873,-13.75257,15.956463,-21.541857,19.724144,-21.88792,17.271278,-5.0403104,12.787596,-17.356182,13.635514,-9.961206,12.964101,-10.80154,10.938618,-11.206216,10.433608,-48.201374,21.161982,0.0,-80.0,22.011041764116985,7.179160115754643,1862.556439541686,1131.6907457590694,3322.4905303030305,1896.1326044043271,0.16847774621212122,0.1310392192924845,139.76292,0.0016619252,0.040766716,0.36913994,0.3211826,1.9281096,2.4382823,14.298833,1,phishing_26_pitch_up.wav
-330.26706,170.6914,77.475075,54.502056,-26.703499,28.616919,18.908241,30.288675,-11.664121,24.508886,5.951561,16.28374,-16.124962,16.90988,-6.393259,11.44036,-25.462303,18.124212,4.101212,10.146174,-19.097233,15.66382,-1.7545125,8.0581455,-19.296644,12.635234,-54.014336,19.500698,0.0,-80.0,21.72166756735379,7.580382093250338,1658.9377398599815,971.3158204036512,3126.994680851064,1775.9154764214566,0.13405086436170213,0.09832209653408544,236.2033,0.0019652,0.04433058,0.36964267,0.32860193,1.5377101,1.9098856,15.390182,1,phishing_39_pitch_down.wav
-342.2575,174.77707,43.89214,46.8727,-7.891933,40.328888,20.240406,31.88773,-10.205641,19.558357,-9.255096,16.832022,-19.387587,17.55454,-19.959988,19.7687,-12.203239,14.95907,-16.196198,15.340222,-12.635524,11.54435,-10.560408,12.163047,-10.319463,9.634576,-55.027256,18.87829,0.0,-80.0,21.77329819921052,7.307463811553176,2125.5152855463357,1249.4918759241355,3903.058510638298,2048.082034006286,0.18684341755319148,0.14272368503101984,199.20235,0.001657354,0.040710613,0.344647,0.33094,1.7467855,2.3270113,19.761606,1,phishing_10_pitch_up.wav
-339.63824,189.19897,50.328407,50.895527,-16.485697,36.89783,14.2052765,30.600939,-1.8099755,18.076685,-8.674305,15.059722,-12.369134,17.48917,-21.46967,20.464066,-12.48343,14.377018,-6.6703954,12.826142,-14.928982,11.244166,-7.6632032,11.63378,-13.269695,14.564667,-55.264236,19.87311,0.0,-80.0,21.139707174346643,7.42440423412412,1995.900949326422,1200.3768949801722,3700.731981981982,2126.191722296584,0.17363677153716217,0.1307884513673129,227.43925,0.002003976,0.04476579,0.37000003,0.32434288,1.5620695,1.9703639,13.074541,1,phishing_28_time_stretch_slow.wav
-357.42346,199.22421,52.66892,48.594627,-16.27218,33.488834,20.287395,34.505222,-13.491482,20.390526,-9.645316,15.070864,-14.313394,15.319393,-23.106789,20.419,-10.977591,12.398661,-17.59509,14.75864,-12.324736,11.540323,-9.111053,10.150283,-10.861663,9.121019,-52.862125,20.816765,0.0,-80.0,21.679680504955137,7.20659791772042,1877.0229976946891,1096.0189465052142,3556.903545673077,1958.6250881153774,0.1490760216346154,0.11685913399029342,201.18935,0.0018914284,0.043490555,0.35962576,0.33616918,1.6196301,2.1485846,15.206424,1,phishing_17_pitch_up.wav
-341.57043,184.88237,46.96374,51.07977,-9.741858,28.652029,14.479347,33.618576,-8.71317,25.253992,-4.9411864,15.303185,-9.531111,15.444688,-20.05321,16.057667,-14.093738,12.1862955,-9.118394,13.001873,-17.411356,13.020612,-8.855301,10.897128,-13.794816,14.329884,-54.876312,19.423923,0.0,-80.0,21.28699070428121,7.3706218447918115,2045.1843647777641,1170.1707280887567,3862.475837628866,2046.81078412099,0.17320141349871135,0.12692654654862848,157.46436,0.0015882549,0.039852917,0.36148185,0.3304157,1.6578051,2.1348858,12.4068985,1,phishing_29_time_stretch_fast.wav
-356.38693,183.60406,71.672844,56.315628,-23.750715,28.656782,26.429956,30.778364,-6.5194054,21.32565,7.677727,15.5115595,-11.897531,15.596561,-7.021044,12.42733,-20.83704,17.55426,1.8545517,11.201527,-21.570257,16.138166,1.1470925,8.480772,-17.313932,13.263746,-55.484505,20.107407,0.0,-80.0,21.243616889825372,7.348742268470944,1669.027762698807,1029.605796324231,3192.735180412371,1851.2988434724841,0.13586048244201032,0.10626345222196681,179.87189,0.0018155307,0.042609043,0.37619013,0.3323611,1.4987044,1.8984966,11.645534,1,phishing_40_pitch_down.wav
-319.3268,184.94427,62.019302,46.558834,-24.22958,34.894173,16.463882,35.869835,-20.21705,20.232391,-6.679963,14.786838,-16.899946,15.424008,-18.745728,18.686739,-5.2239065,11.893503,-15.556052,13.457652,-9.83607,10.721562,-9.486789,9.86292,-9.922991,9.532284,-51.3125,20.05349,0.0,-80.0,21.78663214188838,7.37739309022484,1809.5621325706952,956.8075061547198,3468.8445060483873,1723.175845162792,0.14500771799395162,0.10295195699596205,262.6472,0.0020726577,0.04552645,0.35912868,0.32898438,1.726261,2.2202444,19.395401,1,phishing_3_pitch_up.wav
-334.19006,189.03244,43.86558,58.593025,-8.979791,34.620407,16.235262,35.72251,-7.133492,25.467249,-5.2047544,16.576544,-7.4622636,15.014147,-19.280153,17.684313,-12.315877,12.369686,-7.502752,13.08712,-17.379063,14.207884,-7.2820415,11.342617,-13.480905,14.4666395,-55.71698,19.992157,0.0,-80.0,20.740677622100666,7.976477094915256,1974.1681550175315,1404.6741671715274,3564.7999415887853,2297.3958769182773,0.16362441588785046,0.15615323265803657,399.67877,0.0036648612,0.0605381,0.32972208,0.32925668,2.381494,3.1765866,15.893647,1,phishing_29_original.wav
-346.91443,183.29146,56.27488,50.186928,-14.854114,34.68767,19.636597,34.268787,-2.2323656,20.625359,-5.6556954,17.138405,-13.210084,15.739693,-22.247107,17.973612,-10.138358,13.769488,-9.443196,12.374405,-16.966448,12.923437,-8.153475,11.290491,-12.475683,12.583157,-55.338,19.671156,0.0,-80.0,21.585171096700766,7.320116479665872,1817.3963845528338,1113.9081457263396,3431.5396012931033,1984.1269302749029,0.15018647292564655,0.11694910835771734,248.72226,0.0020969047,0.045791972,0.33198628,0.32735956,1.6648276,2.1577744,16.083685,1,phishing_12_time_stretch_slow.wav
-331.0235,186.09212,45.92038,45.29383,-15.4512005,37.098583,14.62538,25.514715,-7.6794176,12.907832,-8.3651085,13.997717,-20.200115,20.925865,-19.937029,18.296043,-8.269163,12.307772,-14.47855,14.086858,-16.196096,13.652211,-9.818396,9.966303,-7.3970337,11.40978,-54.014683,19.466484,0.0,-80.0,21.581451012904488,7.48635489738454,2074.253302465025,1167.9490308317406,3881.036931818182,2023.5712209815156,0.17782981178977272,0.12752000105919345,214.26828,0.0019109087,0.043713942,0.35303771,0.33517075,1.6848643,2.1906557,15.268914,1,phishing_4_pitch_up.wav
-348.53082,203.88791,52.129757,53.88023,-13.949641,33.338676,6.7083426,23.431673,-6.1366115,21.791445,1.6461123,14.078095,-12.895497,16.937597,-20.493338,17.865576,-11.908514,13.52083,-8.766006,14.522545,-14.88663,11.733957,-7.2102957,10.590813,-13.238343,14.328679,-51.46754,20.922098,0.0,-80.0,20.779910621028577,7.61895533208332,2034.5247780388095,1217.7634629256538,3773.354828042328,2076.761085065348,0.17396246693121692,0.13409935280552548,173.24336,0.0017915735,0.042326983,0.3592736,0.32826355,1.7263293,2.3038146,19.954454,1,phishing_13_time_stretch_fast.wav
-312.02283,164.00395,89.24466,54.94628,-34.05921,33.922764,26.344069,31.747545,-6.156923,23.509863,3.9494636,16.416979,-13.683749,16.683126,-7.2018647,14.274554,-24.320578,17.411665,3.5338871,10.083586,-28.172155,18.307755,-1.6338661,8.036598,-19.590258,12.055949,-50.99158,19.692156,0.0,-80.0,21.678104150565357,7.888036440710915,1538.605426393903,854.249076500743,2851.2228260869565,1597.131667925743,0.12916896654211957,0.08462022762304826,174.26175,0.0018598434,0.0431259,0.37294266,0.32148314,1.7782258,2.0341818,13.083909,1,phishing_5_pitch_down.wav
-316.44666,162.86623,94.28978,56.5351,-32.578945,33.95925,31.630753,31.901844,-4.720115,21.562593,1.2608461,18.400229,-12.963476,17.485065,-7.36936,12.621402,-28.251297,18.437246,4.360052,10.863298,-27.42308,15.484505,2.6744137,11.55599,-19.313522,11.892385,-50.04849,19.927143,0.0,-80.0,21.683731496733447,7.701868256085423,1493.0056276880503,871.6416126176888,2790.3380102040815,1587.8585138932356,0.11972357302295919,0.09125564062296851,182.13951,0.001824314,0.042711988,0.37233102,0.31591508,1.6735559,1.9807262,15.31057,1,phishing_31_pitch_down.wav
-358.82477,191.43912,75.03205,60.606075,-26.286007,31.991192,15.603278,22.280766,-9.814779,21.827906,8.034055,16.003267,-11.30209,19.455956,-8.092029,14.361323,-21.734407,18.607077,4.9889693,11.608381,-19.314758,16.88682,0.59389645,8.915714,-18.106016,14.343483,-55.480125,20.81879,0.0,-80.0,21.137176603848694,7.526787651695848,1694.5568878510198,1069.9975785851454,3181.630505181347,1945.9450331296828,0.14556094154792745,0.11274361680059217,158.4053,0.0016050958,0.040063646,0.38497198,0.3333161,1.5355862,1.9515285,10.896358,1,phishing_24_pitch_down.wav
-332.02405,183.81497,53.700943,50.9022,-13.079775,29.523628,23.950127,35.357254,-3.6214893,19.678272,-4.907118,16.296175,-12.150863,16.555922,-20.634943,16.544458,-12.58039,12.307963,-11.429174,14.881825,-15.058389,11.415453,-8.078505,10.02464,-13.315647,12.258942,-52.83523,19.563478,0.0,-80.0,21.435215197310498,7.111128855780171,1945.736683507412,1113.2341360857424,3656.1769859813085,1902.5957951850596,0.16137010806074767,0.12480957222518645,211.29285,0.0019337474,0.043974396,0.36165115,0.3278273,1.7402973,2.285114,12.691433,1,phishing_19_time_stretch_fast.wav
-324.81537,184.43648,65.9978,52.08448,-27.258543,33.563145,12.76953,32.265354,-8.954655,19.563446,-4.731014,14.909172,-11.265548,14.376313,-20.06229,17.163883,-10.32877,12.175084,-7.6718984,12.889714,-14.534326,11.194962,-3.0405815,9.371242,-16.869759,14.698864,-52.80848,20.025633,0.0,-80.0,21.710287282622083,7.019639596695262,1753.4138361574821,1039.1828145567338,3251.4122596153848,1842.6921891067466,0.14816143329326922,0.1122945126967977,290.57916,0.002189844,0.046795767,0.35988176,0.32295796,1.5704089,2.0450253,19.116022,1,phishing_18_time_stretch_slow.wav
-389.24612,179.77866,62.40588,53.903465,-19.114407,28.452692,27.59127,30.646128,-5.7302513,20.538757,-0.31495807,18.431145,-7.6648836,13.945476,-5.2039332,12.746143,-24.64761,20.96499,0.53481823,8.973704,-22.535221,19.246702,-0.8509729,6.690898,-19.168911,15.891519,-58.351807,19.577108,0.0,-80.0,20.780608365499695,7.732420823761811,1712.5106308791935,1077.1374271683103,3234.3303571428573,1891.2356040885534,0.1391908482142857,0.11274821620935058,126.520584,0.0014140644,0.03760405,0.3454863,0.34022468,1.371961,1.8436068,11.414242,1,phishing_25_pitch_down.wav
-346.32452,171.38986,67.29331,57.554447,-20.880833,30.533543,27.286226,30.222872,-6.024899,19.926409,6.102883,18.204342,-10.63482,17.144636,-5.184303,12.389521,-23.70355,17.74237,1.1663315,9.605826,-23.885748,17.315308,-0.10584016,8.659083,-19.700516,13.54133,-55.68622,19.26627,0.0,-80.0,21.461239340660086,7.82061732912841,1725.1140703563638,1089.9908596781925,3206.3210227272725,1894.6175136916966,0.14500843394886365,0.11982103371153359,191.2752,0.0017058495,0.041301932,0.3402735,0.32811445,1.5220978,1.7773093,11.073563,1,phishing_30_pitch_down.wav
-340.997,180.91405,65.70468,55.701412,-25.89541,32.934788,22.188309,24.708817,-8.004639,15.555288,8.3665285,19.076948,-14.821338,19.866837,-6.4388437,11.993492,-26.379017,20.133324,3.6196826,10.247889,-20.839384,16.664406,-3.2625222,7.581816,-22.00681,16.510082,-54.69128,19.916338,0.0,-80.0,21.433161367520416,8.06565052665248,1822.345233764774,1090.2865888154954,3393.4303977272725,1899.03705283001,0.1542236328125,0.11423003765377931,196.0105,0.0017480804,0.04181005,0.3565169,0.335073,1.5087669,1.8604571,10.871223,1,phishing_4_pitch_down.wav
-342.2293,189.28813,40.72713,41.40063,-12.188108,30.860704,18.612297,29.135603,-9.925778,15.029742,-10.965315,15.511108,-22.871708,18.458942,-15.16573,17.396233,-11.537119,15.19546,-13.607022,14.57093,-13.534742,12.310241,-8.111345,9.988813,-6.836654,8.901501,-54.218727,19.49004,0.0,-80.0,21.10205596621388,6.9688079456335705,2073.4770170837296,1114.9210890072627,3959.2441502463053,1964.1758232363811,0.1749466017549261,0.12035823044544136,168.15862,0.0016219002,0.040272824,0.34289533,0.32807282,1.6733408,2.2162082,18.838013,1,phishing_27_pitch_up.wav
-312.45142,179.06656,56.66659,52.951416,-24.18097,40.100254,16.795847,32.330795,-10.567386,16.603004,-10.405174,18.528084,-20.7715,19.31659,-20.628998,19.662518,-10.036314,14.989128,-17.879066,16.77075,-11.045311,10.4188795,-10.752229,11.279167,-10.009635,10.000996,-49.2909,19.67938,0.0,-80.0,21.78607747479624,7.119677633479883,1966.4389325923225,1173.251879763663,3479.0900735294117,1844.015318284982,0.17354377297794119,0.13770946595549174,160.62537,0.0018508425,0.04302142,0.35147977,0.32111305,1.9296931,2.3807533,17.907448,1,phishing_20_pitch_up.wav
-348.5909,189.87053,64.639626,58.1296,-24.510992,35.92495,16.638596,31.039629,-4.7101164,17.531128,-7.6973977,17.555183,-11.4460745,13.846102,-20.19397,18.72802,-8.599059,10.57616,-10.406215,12.483996,-12.375487,11.74686,-4.4059987,12.296918,-13.263873,13.732523,-54.491077,20.355865,0.0,-80.0,20.799870308150574,6.988792300671375,1847.0754551050006,1177.57710477959,3314.4106657608695,2022.9100509937527,0.15913192085597827,0.13067512110458088,161.84872,0.0017235185,0.04151528,0.36790776,0.32904017,1.6883415,2.0088153,12.121523,1,phishing_23_time_stretch_fast.wav
-303.91605,170.7161,71.76802,52.426193,-24.849052,36.827763,19.91638,31.312136,-3.2209275,19.909124,-7.5346446,17.098305,-10.393157,14.273085,-22.031929,18.833014,-10.66592,12.549708,-12.9907,13.994188,-20.203531,13.53375,-5.972203,9.812214,-16.381346,12.661192,-49.721775,19.283602,0.0,-80.0,21.888504280324625,7.014045462007236,1720.9900037591212,966.8275416290197,3176.5854779411766,1745.8432054886207,0.14507697610294118,0.10228466272704763,201.77872,0.0019381673,0.04402462,0.36173272,0.3194625,1.8470621,2.189726,17.237501,1,phishing_5_time_stretch_slow.wav
-332.0481,188.65723,50.833775,50.05236,-15.828425,35.214943,13.545855,23.509533,-2.2678733,12.338457,-4.0632005,14.062868,-12.290962,18.48635,-20.179972,16.846954,-12.251342,12.041947,-7.1336904,14.309854,-17.18088,12.660017,-10.083519,11.574334,-13.739255,14.212663,-53.502785,19.6487,0.0,-80.0,21.106857025708564,7.279492134314055,2013.3019362832822,1169.3659834899465,3759.609375,2057.709681787371,0.17109130859375,0.1238654807510612,171.23851,0.0016798794,0.040986333,0.3470434,0.32747498,1.6738864,2.1010718,12.558988,1,phishing_4_time_stretch_fast.wav
-347.39163,194.76714,61.851147,56.67561,-24.868336,37.343822,10.990189,28.373909,-2.5182118,16.757769,-7.2848616,18.046358,-9.56779,14.371086,-22.949734,19.184664,-10.871099,12.764057,-9.192535,14.310361,-14.140688,12.371166,-5.24716,11.162222,-14.993143,14.493542,-53.488052,20.645895,0.0,-80.0,21.029573231444292,7.365645306462585,1833.2348488242644,1204.3168467666521,3302.7935606060605,2042.2015808237984,0.15746541869588745,0.1414809230721498,228.23785,0.0019311424,0.043944765,0.3698779,0.33168682,1.6048309,1.9864252,13.988122,1,phishing_22_time_stretch_slow.wav
-364.96777,184.50696,62.58101,56.32212,-24.477917,34.860344,19.543978,25.268473,-6.125373,20.610075,7.9507413,18.551014,-10.226459,16.999033,-7.6034374,14.427795,-23.387646,19.556078,0.2788532,9.41784,-20.020237,18.117504,-2.1292057,7.785586,-18.827797,15.449547,-57.395824,20.003819,0.0,-80.0,21.259586675197088,8.014855745041075,1803.7951069673218,1129.5222477063187,3355.205407303371,1984.1014691510536,0.14655569698033707,0.11856279173914627,150.45473,0.0016531851,0.04065938,0.3690218,0.3346786,1.4059439,1.8105625,10.746938,1,phishing_38_pitch_down.wav
-338.53973,202.95976,59.02179,47.569992,-21.419842,35.8987,13.2078495,27.16173,-11.862467,19.389666,-9.636313,14.511614,-19.643436,20.009478,-22.823292,19.64859,-7.1588883,11.132467,-17.225994,14.918774,-16.035532,12.534017,-11.060127,10.621761,-11.078247,11.593019,-50.266926,21.210424,0.0,-80.0,21.460657139930333,7.332660925147194,1772.5724421910338,1080.3159252577066,3388.0429025423728,1941.0050476291453,0.14747335143008475,0.11109200015359037,112.37947,0.0018759614,0.04331237,0.34907207,0.32791522,1.7578958,2.304913,17.359144,1,phishing_35_pitch_up.wav
-354.71017,188.23708,61.633034,53.78044,-16.559351,31.016602,11.711888,26.147217,-7.0481215,21.043827,-4.430243,14.442714,-4.7806005,16.877426,-21.733871,19.53511,-13.487735,14.325837,-11.268727,15.929679,-17.67186,14.376149,-6.565479,9.212156,-16.034262,13.89341,-55.223164,20.0127,0.0,-80.0,20.937076929508553,7.372556674224078,1736.7304051487167,1099.3548969813187,3376.4269406392696,1984.7526745491693,0.1393206870719178,0.11789187817245084,198.8652,0.0017789495,0.042177595,0.36131084,0.33425546,1.5516347,2.1288075,19.086866,1,phishing_34_time_stretch_slow.wav
-341.7114,182.78873,37.792835,42.809498,-13.335244,33.62237,11.647282,35.21927,-10.356426,20.085936,-8.307517,14.53002,-20.669273,18.047194,-17.214369,17.52475,-8.225479,11.848624,-13.9874525,14.631392,-13.315285,11.482606,-7.1137295,9.252713,-8.459044,9.964953,-55.73073,19.097569,0.0,-80.0,21.72345132106487,7.06917935604191,2128.002787395629,1248.8949154820962,3932.7428836633662,2009.9845485214855,0.18828318378712872,0.14975916377229848,201.47116,0.0019576843,0.044245727,0.34306657,0.33236942,1.7051641,2.134126,14.854679,1,phishing_32_pitch_up.wav
-323.2858,187.08578,50.85827,58.688244,-12.899917,33.160614,24.322647,37.644344,-3.3406334,20.204634,-4.9317155,17.4176,-8.651535,15.87347,-18.921589,18.666842,-10.732001,13.347065,-10.404776,14.767789,-13.980175,12.415026,-6.5382648,9.763268,-12.7041,12.8169775,-54.649452,19.975391,0.0,-80.0,20.36850671307078,7.8579843338518796,1886.134192676351,1285.2048926562163,3467.785904255319,2135.50972806518,0.15788730053191488,0.14373576417566036,511.20233,0.004253179,0.0652164,0.34445006,0.32872078,2.5250251,3.9774206,27.390947,1,phishing_19_original.wav
